;municipio;codEstacao;Dia;PrecD;Acumulado 3 dias
4923;ÁGUAS BELAS;260050002A;12;0;
4924;ÁGUAS BELAS;260050002A;13;0,59;
4925;ÁGUAS BELAS;260050002A;14;0;
4926;ÁGUAS BELAS;260050002A;15;0;
4927;ÁGUAS BELAS;260050002A;16;1,77;
4928;ÁGUAS BELAS;260050002A;17;0;
4929;ÁGUAS BELAS;260050002A;18;2,37;
4930;ÁGUAS BELAS;260050002A;19;3,4;
4931;ÁGUAS BELAS;260050002A;20;6,39;
4932;ÁGUAS BELAS;260050002A;21;0;
4933;ÁGUAS BELAS;260050002A;22;5,72;
4934;ÁGUAS BELAS;260050002A;23;4,79;
4935;ÁGUAS BELAS;260050002A;24;4,16;
4936;ÁGUAS BELAS;260050002A;25;4,41;
4937;ÁGUAS BELAS;260050002A;26;0,2;
4938;ÁGUAS BELAS;260050002A;27;0;
4939;ÁGUAS BELAS;260050002A;28;7,79;
4940;ÁGUAS BELAS;260050002A;29;12,61;
4941;ÁGUAS BELAS;260050002A;30;5,54;
4942;ÁGUAS BELAS;260050002A;31;0,2;
